cpu_utilization,memory_usage,temperature,status,thermal_load,stress_score,cpu_mem_product,mem_temp_product,cpu_temp_product
10.379427950868012,71.17082807415755,42.93906540094702,0,41.49644047532419,0.4120791549019963,738.7124821993327,3056.008841315808,445.6829356067391
45.84859534150067,67.85231579045885,81.97838562190589,0,65.22643225128847,0.6187604157716499,3110.9333696604635,5562.423309209569,3758.593829128259
84.87458183421589,19.072430638170182,87.84294590891176,0,63.92998612709928,0.5914739417073679,1618.7645749767814,1675.3784929002547,7455.633301104531
29.22534698760219,16.80265831649026,50.459917931737735,0,32.16264107861006,0.2850318570798453,491.0635196135475,847.860759685129,1474.708610520965
19.135617093485983,15.829497957268156,82.06223033007257,0,39.009115126942234,0.3039849208631617,302.907211692402,1299.0039073787527,1570.3114174337204
15.909498350224336,89.44678685863724,66.62571132741209,0,57.32733217875789,0.5546765634902706,1423.053507960357,5959.455800408122,1059.9816444459857
87.85177134969439,40.678888562554285,49.80868145428432,0,59.44644712217766,0.6137400025575634,3573.7124167572174,2026.161802326596,4375.780894351549
79.58182684853371,58.96110622267988,48.43586314540163,0,62.32626540553841,0.6510434585756577,4692.232546211314,2855.8320719032113,3854.614474096628
62.05540371377792,92.6967570294794,84.48115945625383,0,79.74444006650371,0.7879709618855371,5752.334680422326,7831.129511685068,5242.512456265879
89.01262565727231,41.39758870932458,70.52345202375358,0,66.97788879678349,0.6626877615138947,3684.908066896832,2919.5008612411348,6277.47763504898
41.87614298961958,89.21182180902775,74.97639907206374,0,68.68812129023702,0.6743046573387168,3735.8470064393086,6688.781153899505,3139.722408388522
41.76975113381426,33.59543965674539,31.666104218177164,0,35.677098336245606,0.3647929715985929,1403.2731536933293,1063.8366934259816,1322.6852925706862
34.39894476238732,56.833499479687106,83.05337889879979,0,58.09527438029141,0.5310365347658974,1955.0124092549256,4720.214166431194,2856.948593069439
8.086226685565672,72.33196414572151,84.95521275767403,0,55.124467862987075,0.4915831888404968,584.8926586945126,6144.977403180221,686.967108479013
41.5842842171829,32.76206250006584,80.12910443479282,0,51.49181705068052,0.4576435957385806,1362.3869185438475,2625.194727566985,3332.111452884755
71.77231218475963,12.679471666641875,77.45384416728189,0,53.968542672894465,0.4927148237401698,910.0349987960352,982.0738225915458,5559.041483483879
17.31950293130236,32.65834478909032,64.60358314659953,0,38.193810288997405,0.3291185571747698,565.626298306133,2109.8460930123124,1118.9019476801664
34.09409397472811,73.91305338368531,80.69599708622869,0,62.90104814821404,0.5934205836061112,2519.9985880224626,5964.487540484135,2751.256908042267
73.97867670365285,33.27257993974965,47.20756251166735,0,51.48627305168995,0.5234201515969448,2461.4614344591846,1570.7173974301804,3492.3530050181207
95.14412603906666,90.55956031570828,34.34294994090244,0,73.34887876522579,0.8115006453009047,8616.210220720208,3110.0824465925048,3267.529957730579
53.15836102733347,99.72882108017755,34.78450860738405,0,62.55723023829836,0.6811177456448121,5301.420675810423,3469.0180352677,1849.0874667097096
24.05364266086664,94.75202875977544,66.50187607599119,0,61.76918249887776,0.6082264378345508,2279.131441179797,6301.187674531339,1599.6123634091282
12.312072385761647,60.72205084988939,31.903616292663813,0,34.97924650943828,0.3559437255279318,747.6142854757377,1937.2530108184917,392.79963316284153
50.882042848108746,19.64410272342311,44.55349092522321,0,38.35987883225169,0.3712115641365738,999.5320764858644,875.213352422184,2266.9726342900317
